sentence,label
জাতীয় সংগীতের মহান ভক্ত বস্তিন্যাশন জাতীয় সংগীতের সম্মানের কথা বলতে বলতে মুখে ফেনা তোলে ফেলছে।আর সে নিজে জাতীয় সংগীত চলার সময় দাঁড়িয়ে জাতীয় সংগীতকে সম্মান দেয় নি ।,না
ত্যেকেরই মতামত প্রকাশের স্বাধীনতা আছে সুতরাং সে তার স্বাধীনতার ভিত্তিতে কথাগুলো বলেছে তাতে দোষের তো কোন কিছু নাই।সব জায়গায় চামুচ বাইরাইতে ভালো লাগে তাইনা  ।,না
বেশিরভাগ ফ্যান'ই অপ্রাপ্তবয়স্ক  তাদের সাথে বিতর্কে জড়িয়ে লাভ নেই ।,না
চিপ মাইন্ডেড একেকজন। একটা রিয়েলিটি শো'র পারফর্মারের কভার গানের ফ্যান যারা হতে পারে তারা আর কেউ না বস্তির পোলাপান ।,হ্যাঁ
দুঃখিত ছোট্ট বংধু ফোনে এমবি না থাকায় তোমার ছবিটা দেখতে পারলাম না ।,না
দুজনের কারোর পক্ষেই কিছু বলবো না। নাহলে গালি খেতে হবে ।,হ্যাঁ
চলন্ত বাসের সম্মানিত যাত্রী ভাই বোন ও বন্ধু গণ আসসালামু আলাইকুম। আপনারা যারা পেন্টের নিচে নিচে জাঙ্গিয়া পড়েন নাই তারা হয়ত বিভিন্ন সমস্যায় পরেছেন ।,না
ভাল লাগলো তিলকে তাল বানানের জন্য।আপনার যে বুঝার ক্ষমতা কম জানা ছিলো না ।,না
"এর মধ্যে অহংকার প্রবেশ করেছে, যা তাকে শেষ করে দেয়ার জন্য যথেষ্ট।",হ্যাঁ
"জানি এখানে অনেকেই কমেন্ট পড়তে এসছে,তাই বলছি আমি একটি জাইঙ্গা বিক্রি করবো,১ বছর পরেছি এখন পড়লে চুলকায়,তাই বিক্রি করে দিবো,কেউ নিলে ইনবক্স ।",না
ভক্তরা গালাগাল করেনা ।,না
দেশপ্রেমিক বিদেশে বসে কেন? নিজের দেশকে এগিয়ে নিতে দেশে আসুন। দেশের নতুন প্রজন্ম নিয়ে কাজ করুন। অসহায়দের নিয়ে কাজ করুন। গলিবয় নিয়ে কাজ করুন ।,না
আহারে জাতীয় সংগীতের ভক্ত রে ইংরেজীতে পোস্ট দেয়! নিজে চেয়ারে বইসা জাতীয় সংগীত বাজাইলি আর অন্যের দোষ ধরতেছস ।,না
"রষ্কার পাওয়া সাহিত্যিক, যার লেখা হাজারো স্কুল, কলেজ, ভার্সিটির শিক্ষার্থীদের পাঠ্য, তার রচিত গানকে ছোট করার অধিকারই তার নেই ।",না
ঠাকুরের বিশাল ভক্ত  !জাতীয় সঙ্গীত বলতে বলতে মুখে ফ্যানা তুলে ফেলছে কিন্তু  জাতীয় সঙ্গীত বাজিয়ে নিজেই চেয়ারে বসে থাকে!,না
ক্তের জন্মই ঠিক না এই কথাটা আপনার বলা ভুল হইছে  আমার কাছে  আর কোথাও কোনো ভুল চোখে পড়ে নাই  তবে এটা বেশি লেইম কথা বলছেন ।,না
" আজ আনসাবস্ক্রাইব করলাম,এতো জ্ঞানী মানুষের ফ্যান হওয়ার যোগ্যতা নাই ।",না
কথা গুলার যে নিউজ পড়ে শোনালেন তার লিনক অথবা রেফারেন্স দেন।আর যদি না দিতে পারেন তাহলে আপনার জন্মের ঠিক নাই। আবালের দলেরা  গালাগালি করে জন্মের পরিচয় দিবেন না ।,না
হেতি হাগল হইগেছে ।,হ্যাঁ
ভাই লাভ নাই  মাদারিরা এসব বুঝবে না ।,হ্যাঁ
চালিয়ে যান ভাই ।,না
এই বাল ছিনেশন কে সব জায়গা হতে আনসাসক্রাইভ করতাছি ।,হ্যাঁ
বাঙালীর ইমোশন কে কাজে লাগিয়ে ১০লক্ষ সাবক্রাইবারের স্বপ্ন পূরণ হোক আপনার।,না
তুই নিজেই নিজের পায়ে কুড়াল মারলিরে ।,না
প্রত্যেক ঠেলায় সাবস্ক্রাইবার কমতাছে ৩ঠেলায় লাস্ট সংখ্যা  ।,হ্যাঁ
বাল পাকনামি বন্ধ কর ।,হ্যাঁ
",কন্টেন্ট সফল হয় নি বোঝি হায় রে কষ্ট ।",না
এই তাসিন!,হ্যাঁ
কি দিন আসলো আপনার এখন সাবস্ক্রাইবার সাইট অফ করে দিতে হইছে ।,না
"স্কিনশট দেখুন"""" গ্রুপ আপনার পিছে লাগছে স্বাবধানেভাই ।",না
ইসসস! আবেগ রে  ।,না
বাংলা লেখেন আমরা ইংরেজি বুজতে পারছি না গালিও দিতে পারছি নাহ ।,না
তিল কে তাল বানাতে আপনারাই পারেন।,হ্যাঁ
আহা দেশপেম ।,না
কমেন্ট দেখে কিছু শিখতেছি ।,না
ঢেলে দেই ।,না
তোমার জন্য কষ্টে অামার দ্বারায় গেছে ।,না
",তুমি মিয়া রোহিঙ্গা ক্যাম্পের বাসিন্দা ।",হ্যাঁ
বিদেশে বসে বসে অন্যের পিছনে কুত্তার মত্ত ঘুরে ঘুরে টাকা কামাবেন আর এখানে দেশপ্রেম দেখাতে ।,না
বস্তিনেশন ।,না
তুমি বাইঞ্চোদ ই তো দেশপ্রেমিক আর সবাই চোদনা ।,হ্যাঁ
",বোকাচোদা বাংলাদেশে আয়! আলগা পিরিতি রে!  বাপরে বাপ!!!",হ্যাঁ
"""ভাই আপনারা কেমন মানুষ এটাই আমি বুঝতাসি না।মানে কোনো কন্টেইন পাইলেই অইনে লাফ দিতে হয়?আপনিউ তো থেকে কম জান নাহ ।",না
"শালা তুই দুই লাইন বেশী বুজসত, সেফুদার নিকট তোরে পাঠানো হক ।",হ্যাঁ
"ভাইয়া তুমি যে ভিডিওটা দিয়েছো বেশ ভালোই দিয়েছো! অনেক গুলো পয়েন্ট আছে আমি বলছি, আশা করি উত্তর পাবো ।",না
ভাই তুই কিডা বলতো।  দেশে কতবার আইছিস  ছাগল সালা রবিন্দ্রের নাতি ।,হ্যাঁ
"মানুষ গালি দিলে জন্মের ঠিক নাই,ভাইয়া গালি দিলে সে ভদ্রলোকের আইডল চুম্মা তাহসিন ব্রো ।",হ্যাঁ
ই শালার পোলারে দেশে আইনা রোস্টিং করা শিখাইয়া দেওয়া উচিত। আমাদের জাত নিয়া কথা বলস তোর এত সাহস আসে কোথা থেকে ।,না
"ওয়াও ওয়াও না করে...  চুল্কানির মলম লাগিয়ে নিজের জন্য চিন্তা করুন  বালপাকনা"" ।",না
মাদারচোদ ব্যাবসা ভালো শিখছস তুই ।,হ্যাঁ
অন্যকে জারজ বলার আগে তুই তোর জন্মের খোজ নে বেশ্যার পোলা।। তুই কি কোন মানুষের চোদা? কি মনে হয় তোর?,হ্যাঁ
কইলো চোখমারছোনি ভাই  হুনলো চোতমারানি  সোনায় সমিস্যা প্রসুর সমিস্যা ।,হ্যাঁ
কন্টেন্ট এর অভাবে মানুষ এতো নিচে নামতে পারে!  হুদাই ফরফরানি কইরা আরেকজনকে পচাইতে গিয়ে নিজেই পইচা গন্ধ ছুটায়া ফেলে আইছে এখন সেন্সেটিভ ইস্যু বানায়া আত্মপক্ষ সমর্থন কর ।,না
"আছে আমার দেশ ভক্ত,,, বাংগালী হইয়া ইংলিশ এ স্ট্যাটাস দেস  আবার দেশ প্রেম চোদাস ।",হ্যাঁ
"মাতৃভাষা উর্দু করতে না পেরে পাক সরকার উর্দু অক্ষরে বাংলা লেখার উদ্যোগ নিয়েছিল, রোমান অক্ষরে লেখারও প্রচলন শুরু করতে চাইছিল কিন্তু বাঙালি তা মানে নাই ।",না
"কেউ ওনাকে গালি দিবেন না উনি একজনমাত্র শিহ্মিত মা - আনুষ। ওনার মতে ওনার ফ্যানরায় শিহ্মিত, আর বাকি সব অশিহ্মিত মুর্খ আবাল ।",হ্যাঁ
দিন কে দিন আবাল হয়ে যাচ্ছেন কেন বুজতেছি না। থেকে শুরু হইছে আবালগিরি। আগে ত্ত ভালই কাজ করতেন ।,হ্যাঁ
ভাবে তো ভেবে দেখিনি ।,না
দেশে মূর্খ গোঁড়া গরু ছাগলে যে ভরপুর তাদের কমেন্ট ও চিন্তাভাবনা দেখেই বুঝা যায়। এরা নব্য রাজাকার না। এর হচ্ছে রাজাকারদের সন্তান ও তাদের ফ্যান ফলোয়ার ।,হ্যাঁ
দেখ কি অবস্থা?,না
তিহাস জানলামএখন চা খাবো।?  আপনারা খাবেন???ডেলে দি!,না
র্খের পরিচয় দিয়েন না   আগে পড়াশোনা করুন তারপর কথা বলেন ।,না
"তুমি ভাই বাঙ্গালী না তুমি তো মার্কিন, তাই তোমার সাথে উক্ত স্ট্যটাস যর্থাথ।",না
আপনার এখনে কমেন্ট করতেও ঘেন্না করে!!  মাদারটেক তুইও দিনশেষে ফলোয়ার আর সাবস্ক্রাইবার ভাড়ানোর ধান্দায় আছিস ।,হ্যাঁ
"ওনার যা দেশপ্রেম, এই কারনে ওনি দেশ পালাইয়া বিদেশে থাকে ।",না
কাহিনি টা কি?.... কেউ একটু বলবেন প্লিজ!,না
বাংলা ভাষায় চুদেন বোঝতে সুবিধা হবে ।,হ্যাঁ
কেচু খুজতে সাপিন!খুঁজতে তাচিন।।  জাতিয় সংগীত খুজতে রবি ঠাকুর।আরে ওনার দুস কি ।,হ্যাঁ
"খুব বে‌শি বুঝো তু‌মি,মহ‌পি‌ন্ডিত ।",না
"আজ  ঠাকুর বেঁচে থাকলে আবেগে তার নোবেল টা গিফট করে যেত ,",না
আপনে আসলে কে ভাই।আপনারে যাচে কে ।,না
জাস্ট খানকির পোলা ।,হ্যাঁ
ধুর মিয়া বাল! আপনি নোবেল এর কথাই বুঝেন নি।,হ্যাঁ
আসলে আপনি এতজন মূর্খ মানুষ ।,হ্যাঁ
মাইঙ্কা চিপায় পরে গেছো ভন্ডু ।,হ্যাঁ
অনেক বছর ধরে সিংগেল আছি।কেউ কি আমার জিবন সাথি হতে চাও?লাইক কমেন্ট দিয়ে মতামত জানাও ।,হ্যাঁ
ভাই নিজেকে কি মনে করেন??  অন্যের পিছু ছুটে আর কত এবার নিজের চর্কায় তৈল দিন ।,হ্যাঁ
ভালবাসার মানুষরে কেউ এমনে ঠাপ দিতে পারে ।,হ্যাঁ
বস্তিময় ফেইসবুক!  এদেশের ভালো কিছু বলতে নেই।,হ্যাঁ
"কিছু দিন পর পর নতুন নতুন ইসু নিয়ে টানাটানি!কখন যে দেশের নামটা চেননস করতে বলে, আল্লাহ মালুম ।",হ্যাঁ
আপনাকে সুখে থাকতে ভুতে কিলাইছিলো?,না
লাভ নাই ভাই। ভুং ভাং বুঝাইয়া কামানের দিন শেষ ।,না
ভাই পরিবেশ'টা সুন্দর না। কোন হৈ চৈ আছে ।,না
আপনার ভাব দেখে মনে হয় দেশের ভালো মন্দ দেখার দায়ভার সব আপনার উপর।,না
রো সুদির ভাই ভালোবাসা নিবেন ।,হ্যাঁ
তোমার মুখে এই ভাষা মানায় না। অন্তত শিক্ষিত হচ্ছো। প্স্রর পোষ্ট দেখো ।,না
ইংরেজিতে পোষ্ট?? কেন ভাই আপনি না বাঙালী!,হ্যাঁ
তোরে গালি দেওয়ার মতো আজাইরা টাইমনাই ভাই ।,হ্যাঁ
এমন একটা মানুষ হিং সাপ অরায়ন। অন্যের ভালোতে তার  জ্বলে খুব জ্বলে।,হ্যাঁ
যাদের আত্নসম্মানবোধ এবং দেশপ্রেম বেশি তারাই পক্ষে কথা বলে। আপনার মতো ঠাকুরপ্রেমী না ।,না
"বিদেশে বসে না চিল্লাইয়া দেশে এসে এ সব করো"""" একটা চেয়ারে বসে বসে মানুষ এর পেছনে লাগা ছাড়া আর কি বাল ড পারো তুমি ।",না
কেন তুমি নাই..ই..ই  এটা বাংলাদেশের জাতীয় সংগীত হওয়া উচিৎ ।,না
"ভাই তোমাকে অনেক ভালো জানতাম,তবে ইদানিং তুমি যা শুরু করলে, তোমার ভিডিও গুলো দিন দিন বিটিভির মত হয়ে যাচ্ছে, এখন যেমন বিটিভি কেউ দেখে না, ঠিক তেমনি তোমার ভিডিও গুলো কেউই দেখাবেনা ।",না
 ভাই আপনে যে রবী টাকুর এর এতো বিগ ফ্যান আগে ত জানতাম না। যততসব ফাউ পেচাল মিনিট শুনে আসলাম আপনার। আমার এমবিটাই হোগা মারা গেলো ।,না
আসছে আষার আসছে শ্রাবণ ।,না
সাবস্ক্রাইব আপনার চাইতে বেশি তাইতো? তাও অল্প সময়ে ।,না
বেচারা কে নিয়ে এতো সময় ধরে ঘাটাঘাটি করলো। সময় নিয়ে ভিডিও বানালো। আর ওইদিকে এগুলা দেখারও সময় নাই। নোবেল গেছে আমেরিকা তে শো করতে ।,না
কথায়তো কোনো ডিজরিসপেকট খুজে পেলাম না ।,না
ঠাকুরের বিশাল ভক্ত পীর এ কামিল  !দেশ এ তাহার হাজার হাজার মুরীদ আছে যা দিবে যা পাবে তাই খাবে। সে নিজে জাতীয় সঙ্গীত বলতে বলতে মুখে ফ্যানা তুলে ফেলছে ।,না
"ভাবির সাথে বসে বসে মুলার জুস খাচ্ছিলাম,, হঠাৎ দেখি এই পোস্ট,কিসের মুলাকিসের ভাবি,,,, দৌরে এসে এই পোস্ট টা দেখলাম হাস্তে হাস্তে ভাবিকে জরিয়ে ধরলাম ।",হ্যাঁ
তুমি বাল কি কম করছ? ইংলিশ সু** আবার জাতীয় সংগীত নিয়া বুঝদারি করতে আইস শালা_মূর্খ ।,হ্যাঁ
"গালি আপনি দেন  গীবত আপনি করেন,  আমাদের জন্ম সোনার বাংলায়।  আপনার জন্মের ঠিক নাই।   নিজের সার্থের কথা ভেবে ভিডিও বানিয়ে ছাড়েন।  এটা মানুষ ভালোবেসে দেখে না ।",না
তুই আচুদা ।,হ্যাঁ
তাহসিন মাদারচোদ তুই একটা ।,হ্যাঁ
মাদারি তাহসিনেসন ।,হ্যাঁ
আমার শাউয়া -  কান হেলালও ভরে দিলো দাদা তোমাকে ।,হ্যাঁ
তুই নেশাখোর ।,হ্যাঁ
তুই মাগীখোর ।,হ্যাঁ
আপনার হোগা কেটে দেওয়া উচিত ।,হ্যাঁ
তোর হোগা কেটে দেওয়া উচিত ।,হ্যাঁ
মাদারি  তোরহোগা কেটে দেওয়া উচিত ।,হ্যাঁ
" আর মধ্যে পার্থক্য কি?  নোবেল শুধুমাত্র গান গেয়ে   সপ্তাহে মিলিয়ন সাবস্ক্রাইবার পাইসে,   আর এতদিন ধইরা এত মানুষের পুটকি তে আঙ্গুল দিয়াও ১ মিলি ।",না
মনের কথাডা বলছেন ভাই। কোন বাল যে তারে রোস্ট করতে হইবে! কিন্তু নোবেলরে রোস্ট কইরা তুমি বুঝাইলা তুমি চাইতেও বড় আবাল ।,না
ওরে খান হেলাইল্লা রে ।,হ্যাঁ
আবাল তো তারাই যারা তাকে সাবস্ক্রাইব  করছে এখন আবার অন সাবস্ক্রাইব  করতাছে।সাবস্ক্রাইব  করারই কি দরকার ছিল বোকাচোদা ।,হ্যাঁ
তুই হালা একটা আবাল বস্তি।,হ্যাঁ
ই হলো দেশ প্রেমিক ইঞ্জিরী চুদাই ।,হ্যাঁ
তোর মায়রে চুদি ।,হ্যাঁ
তোর গোুষ্টি চুদি।,হ্যাঁ
অলরেডি ৬ হাজার আনসাব্সক্রাইব হয়ে গেছ গালি দিয়ে মুর্খতার পরিচয় না দিয়ে আনসাব্সক্রাইব করেন ।,হ্যাঁ
দুইদিনের বৈরাগি ভাতেরে কয় রাইস! দেশপ্রেম গুতায় অথচ পোস্ট খিচে ইংরেজীতে আর পা চাটে ভারতের! শালা ভন্ড ।,না
ভন্দু মহশুন এবার জনগন তোমায় পুক্কি মেরে চান্দের দেশে পাঠাবে ভালোই তো চলছিল বড়লোকের হোগায় আঙ্গুল দিয়ে খাওয়া  তবে কেন এই উদ্দোক ।,হ্যাঁ
"ভক্তরা তোমাকে গালি দিয়ে ছে আর তুমি দিয়েছো ,,,,আর বকা দিছে ছেলেরা বা মেয়েরা আর তুমি দোষ দিছো তার মা বাবার উপর,,,জম্মের দোষ দিয়েছো।",হ্যাঁ
তোরে চুদছে হালার পো হালা.. তুই নোয়াখালী আয়. ছেড়া জুতা দিয়া তোরে পিডামু...বাইঞ্চোদ তুই নোবেলের বাল দইরা ঝুইলা থাক.মাগার ছিরতে পারবিনা ।,হ্যাঁ
",তুমি যে আবাল সবাই বুঝে গেছে ।",হ্যাঁ
উত্তরসূরি কি রবীন্দ্রনেশনের পতিতালয়ের মাগি ছিলো নাকি???  বেজন্মা অন্যের জন্ম নিয়া কথা কস ।,হ্যাঁ
সব চুদির ভাই এটেনশন সিকার।হোক আর তুই।সবগুলো ।,হ্যাঁ
কি শুরু করসস রে তুই তরে পাইলে জুতা দিয়া বাইরায়া কপালের ছারা ফাটায়া ফালামু বদ্মাইসের পু বদ্মাইস ।,হ্যাঁ
"র্ধ গগনে তুলিব ঠ্যঙ্গ, করিব তোমার শণে ব্যঙ্গ ব্যঙ্গ। লাভ এন্ড রেসপেক্ট প্রম পতিতালয় ।",হ্যাঁ
চ্যানেল থেকে আবালচুদা  হাজার চলে গেলেও কিছুই না ভাই ।,হ্যাঁ
তুই মাগির দালাল চুদানির পুত ।,হ্যাঁ
তাহসিনেশন ইজ এ বাইঞ্চুদ ।,হ্যাঁ
এই আবালটাকে থাপরানো উচিত ।,হ্যাঁ
কিরে আচোদা তাহসিন ।,হ্যাঁ
তুমি আমার সাওয়া নেশন ।,হ্যাঁ
কেন তুমি নাইয়াইয়াইয়াই??? তোমায় আমি চাইয়াইয়াইয়াই ।,হ্যাঁ
কমিয়ে দাও কমিয়ে দাও বাড়ানেশন এর সাব কমিয়ে ।,হ্যাঁ
এটা ফেইক নিউজ ।,হ্যাঁ
নোয়াখালী বিভাগ চাই ।,হ্যাঁ
"মনটা খুব খারাপ,  তাই মনটা ভালো করার জন্য বারবার কমেন্ট  পড়তে আসি ।",না
তোমাল কতা কেউ তোদেও না ।,হ্যাঁ
গালি না দিয়ে পারতেছি ন ।,না
তোর হোগায় এতো কারেন্ট ভাই ।,হ্যাঁ
আমি কি কাউকে গালি দিয়েছি ।,হ্যাঁ
বস্তনেশনের থেকা অর সাবস্কাইব বেশি আছে ।,না
তোমার তোতা কেউ তোদেও না ।,হ্যাঁ
কেন তুমি বাঈ বাঈ বাঈ..... কেন আমি আঈ আঈ আঈ.. এইটা জাতীয় সংগীত চাই ।,না
আপনি  নোবেল  কে হিংসা  করেন ।,হ্যাঁ
সবাই দ এখন আপনার চ্যানেল আন্সাবস্ক্রাইভ কইরা দিব  ।,না
তুই আসলেই একটা আবাল ।,হ্যাঁ
নোয়াখালি বিভাগ চাই ।,না
মোটিভেশন দরকার ।,না
সিংগেল্রা এড মার ।,না
বস বাদ দিলে ভাল হবে এই বিষয়টি ।,হ্যাঁ
আহারে!,হ্যাঁ
ভাই এগুলা সব গুলাই মাদারচোদ ।,হ্যাঁ
হঠাৎ করে এত চেতনা জেগে উঠলো কেন ফকুন্নির পোলা। তোর বালের ভিডিও কেউ তোদেও না ।,হ্যাঁ
তোরা সব ইউটিউবাররাই চুতিয়া ।,হ্যাঁ
আমার ভাইরা বইনেরা আপনেরা এই খান্কিরপোলার ফাপরের চিপায় পইরেন না ।,হ্যাঁ
মান্দারপোলা তুই তো সবচেয়ে বড় সুযোগ সন্ধানী।,হ্যাঁ
বোদাচোদানীর পোলা তোরে গাইল দিলেও জাতি গর্বিত ।,হ্যাঁ
তোর চোরের মারে চুদি  দেশি মাল দিয়া ধান্দা করস। বাইরে বইসা চেয়ার দুলাস আর বড় বড় কথা কস।,হ্যাঁ
আর খালি পরের বিচি লইয়া পইরা থাকস।,হ্যাঁ
তোর তো সালা নিজের বিচি আছে কিনা সন্দেহ।,হ্যাঁ
তোর যদি নিজের বিচি থাকে তাইলে তুই বাংলাদেশে আইয়া ছাএলীগরে রোস্ট কর। ,হ্যাঁ
এরপর জাতি দেহুক তর বিচি কয়ডা  এই নডি মাগিরপোলা দেশের কয়ডা পোলারে তুই মোটিভেট করছস খান্কিরপোলা বাংলাদেশীগো টেকা দিয়া আমেরিকায় লেক্সাস চালাস বাড়ি করস।,হ্যাঁ
"আজকা আমগরেই কস রাজাকার, বেজন্মা তুই নোয়াখালী আয় তরে প্রতিটা কথার জবাব দিতে অইব।",হ্যাঁ
আর যে গুষ্কিমাগির পোলায় কমেন্টে পেয়ারা তাহসিনেশন চোদাইব অর মারে এদিকই হালায়া পুট্কি মারমু।,হ্যাঁ
ওটা ডিলিট কর শ্লা কুলাঙ্গার ।,হ্যাঁ
হালার চুদির ভাই। ,হ্যাঁ
হুগা মারা শেষ ।,হ্যাঁ
সালার পুত তর সরি কে চুদে ।,হ্যাঁ
তোর বৌর পুটকি সই ।,হ্যাঁ
"রবীন্দ্রনাথের পরকীয়ার ফসল তুই,মন খারাপ করিস না। পাবলিক তোর মূল্যায়ন করতে পারবে না।",হ্যাঁ
কাশ্মীর নিয়ে ভিডিও করেন-মুসলিমদের বুঝে আসবে।,না
সরি বলার কথা বলে ভিডিওতে আই এ্যাম নট সরি চোদাস মাদারী???আসলেই তোর জন্মের ঠিক নাই।বেজন্মা একটা তুই।,হ্যাঁ
"জানি এখানে অনেক লোক কমেন্ট পড়তে আসবে, তাই বলছি, আমি একটি জাঙ্গিয়া বিক্রি করবো।এক বছর পরেছি এখন পরলে চুলকায়  তাই বিক্রি করে দিব। কেউ কিনতে চাইলে ইনবক্স ।",হ্যাঁ
তুই যে একটা তিন বিচির হিজরা এইটা জানোস?,হ্যাঁ
তোর আর হিজরা দের মধ্য কোন তফাত নাই।,হ্যাঁ
তুই যে ভাষায় গালাগালি করছোস তাতেই প্রমান করলি তুই একটা জারজের বাচ্চা জারজ। তোর বাপেও জারজ।,হ্যাঁ
তার জন্মের তুই ও জারজ. খানকির পোলা!,হ্যাঁ
তোর কথা কেউ চোদেও না ।,হ্যাঁ
তাহলে তুই বিদেশে ক্যান মাদারির বাচ্চা???,হ্যাঁ
মাগির বাচ্ছা তুর এমনিতেই জন্মের টিক নাই ।,হ্যাঁ
আবাল গুলা তোর সমালোচনা দেখার জন্য ফাল পারতাছে।তারাই তো জাতিগত আবাল যারা তোর ফ্যান।,হ্যাঁ
চোদের চোদ তুই যে কত্ত বড় হিপোক্রেট তা বুঝতে আর বাকি নাই।ব আইঞ্চোদ ।,হ্যাঁ
কুত্তার লেজ কখনো সোজা হয় না। তো সেই রকম হাজার চুদা খাইলেও সোজা হবে না ।,হ্যাঁ
"তুমি যে কোন জাতিয় আবাল সেটা জাতি টের পেয়ে গেছে, আর সাধু সেজে লাভ নাই  ।",হ্যাঁ
চুদির ভাই আর চুতমারানিরা কই??? আসো তোমাদের জন্য খাওন আছে।,হ্যাঁ
আচোদার মতলব ভালো না সুদির ভাই তোর হোগা মারা শুরু ।,হ্যাঁ
পাডা পাডা লাগে তবুও ছাগোপাডা পাডা লাগে তবুও ছাগোল ।,হ্যাঁ
মোরাল ইজ- অন্যের পিছে গুতা দিলে নিজেরই গুতা খাইতে হয়। জলন্ত প্রমাণ ইনি ।,হ্যাঁ
মা চুদরা ভুইরা ইউটুবের কি বাল বুঝচ তুই? তর বোনের হেডা ।,হ্যাঁ
"হালায় এতো কাহিনী কইরা এখন সরি মারায়! এই বলদ টা খুন/ ধর্ষন করার পর বলব,,সরি! ইটস মাই মিসটেক ,হালা ধান্ধাবাজ পাচাটা ফকির ।",হ্যাঁ
তুমি শাওয়ানেশন থাকোই শুধু মানুষের হোগায় আঙ্গুল দেওয়ার জন্যে ।,হ্যাঁ
মানুষের হোগায় আঙ্গুল দিয়ে দিয়ে আজকে তুমি শাওয়ানেশন হইসো ।,হ্যাঁ
"মানুষের হোগায় আঙ্গুল না দিলে তোমার বাসার ভাতের পাতিলা উপ্তা হয়ে পড়ে থাকবে, সো মানুষের হোগায় আঙ্গুল দেওয়াই তোমার পেশা ।",হ্যাঁ
"আসো না একদিন বাংলাদেশে, এদেশের মানুষ তোমারে জুতা দিয়া বাইরাইতে বাইরাইতে তাড়ায়া দিবো ।",হ্যাঁ
সারাজীবন মানুষের দোষ ধইরা গেছো আর গীবত গাইয়া গেছো আর এটাই তোমার আয় রোজগার হয়ে গেছে ।,হ্যাঁ
"কুলাঙ্গারের বাচ্চা এখন ভিজা বিলাইয়ের মতো সাবস্ক্রাইবার, লাইক, ডিজলাইক হাইড করে রাখছো বেজন্মা কোথাকার হালা নোয়াখাইল্লা সব কিছুতে পন্ডিতি কর ।",হ্যাঁ
ফেইসবুকে দুই টা প্রিয় ইলিয়াস আর তুই তর বিচিতে লাওি মেরে মন থেকে বাহির করে দিছি হালার পো হোগা ।,হ্যাঁ
ভাই পইচা গেলা মার্কেট শেষ ।,না
মাদারচোদের বাচ্চা তোরে কোন বাইনচোদে বলছে যে জাতিয় সংগিত পছন্দ করেনা এ দেশের মানুশ!,হ্যাঁ
তুই একটা ভাল কথা পেচাইয়া এত দূর নিয়া আসছিস তুই হোগায় আংগুল না দিলে এত গন্ধ বাইর হইতো না শালা হারামীর বাচ্চা পাম চোদাইছে তোর মায়ের শাউয়া দিয়া ভইরা দেওয়া দরকার এই ইউটিউব চ্যানেল টা! কোন মাদারচোদের বাচ্চা তোরে জন্ম দিছে?,হ্যাঁ
ফুডা কনডমের ফসল তুই!! লাইক ডিসলাইক বাটন হাইড করছিস কেন মাদারচোদের বাচ্চা সাবস্ক্রাইবার ও হাইড করছিস শালা খানকির পোলা ।,হ্যাঁ
বাংলার খাটি মাদারচোদ।।। এত বড় মাদারচোদ যে সুরেশ খাটি সরিষার তেল এর থেকেও খানকির পোলার তেজ বেশি।।। পুটকির ভিতর ডিম ভইরা দিমু মাদারচোদ ।,হ্যাঁ
হোগা মারা শেষ ।,হ্যাঁ
হুগা মারা খা ।,হ্যাঁ
"সরি বলবে, এই ভেবে নিজে বোকাচোদা হয়ে যাসনে ভাই.. হতে পারে আবার অন্য কারো পুটকিতে উলু উলু করার ফন্দি।",হ্যাঁ
"আহো ভাতিজা..লাইনে আসো...আমরা আবাল,রাজাকার না...সেটা তোমাকেও বুঝতে হবে ।",না
খানকি মাগীর বুটকির পোলা তরে মারে দে কাডা  কুত্তা আছে গরু আছে তর থেকে ভালা  তুই সরি কইলেই তর সরি কেউ শুনবে না বুঝলিরে হালার পু হালা ।,হ্যাঁ
একটু সার্থকতা জন্যে নিজের মা বোন বিক্রি ও করতে পারবি তরা?,হ্যাঁ
সব বিষায় নিয়া গুতাগুতি করতে আইসো না।। পরে দেখা যাবে তুমিই গুতা খাইবা ।,হ্যাঁ
"বাংলা অাইক্কাওয়ালা বরাক বাঁশ দিলে সব ঠিক হয়ে যাবে হালা ধান্ধাবাজ,বাটপার একটা। ও সবাইকে তাহেরী অার জিহাদী মনে করে ট্রল করে।",হ্যাঁ
 এর দানায় ইট বাইন্দা দেন গালি শুনতে শুনতে দানা খারাইয়া গেছে । ,হ্যাঁ
হালা তুই বহুত বড় আবুল ।,হ্যাঁ
বাজে একটা মানুষ তুমি মিয়া ।,হ্যাঁ
ভিক্কা চাইলেও আর সুদি না সোনা বন্ধু ।,হ্যাঁ
মন চাচ্ছে তোমার এক পা ঢাকা আর এক পা আমেরিকা বেঁধে পাশের দেশ নোয়াখালি থেকে দৌড়ে এসে তোমার পাছা বরাবর একটা লাত্তি দিতে মন চাচ্ছে।,হ্যাঁ
মাদারচুদ বুচ্ছে তাইলে  এর হোগায় কারেন্ট আর তোর হোগায় বিদ্দ্যুৎ ।,হ্যাঁ
"ছাগুরা তো লাফাইতে,আপনার কারিশা তো ওরা জানেনা ।",হ্যাঁ
তোর সরির গুষ্ঠি আমি চুদি ।,হ্যাঁ
আর তুই নিজেরে মনে করিছস অনেক বড় চালাক যে আমি পুন্দাপুন্দি শুরু করলে আরাম ভিডিও তে কিছু ভিও বাড়বে।  ,হ্যাঁ
